[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-08 02:31:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-08 02:31:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083\
[2024-11-08 02:31:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/notionbees/
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781ab409a-NgUiKS.tmp
[2024-11-08 02:31:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/image-carousel.4455c6362492d9067512.bundle.min.js?simply_static_page=1004
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/image-carousel.4455c6362492d9067512.bundle.min.js?simply_static_page=1004
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:103] Filesize: 432 bytes
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/image-carousel.4455c6362492d9067512.bundle.min.js
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781ab409a-NgUiKS.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/image-carousel.4455c6362492d9067512.bundle.min.js
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:54] [class-ss-page.php:119] Checking Content Identical:9f345b04b05875b39139b8d3d5bd5214f3b288de===. Value: FALSE
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-11-08 02:31:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 619
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781abef6c-ZeVAry.tmp
[2024-11-08 02:31:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js?simply_static_page=1005
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js?simply_static_page=1005
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:103] Filesize: 929 bytes
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781abef6c-ZeVAry.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:54] [class-ss-page.php:119] Checking Content Identical:1927d21416779c32766b3dff145370cc06c9d666===. Value: FALSE
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-11-08 02:31:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 619
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781ac9133-g0AeRH.tmp
[2024-11-08 02:31:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/import-export-admin.js?simply_static_page=1006
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/import-export-admin.js?simply_static_page=1006
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:103] Filesize: 15473 bytes
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781ac9133-g0AeRH.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:54] [class-ss-page.php:119] Checking Content Identical:078539a0343ab776bc3817b3efddaca14b577afd===. Value: FALSE
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-11-08 02:31:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 619
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781ad3d3b-m1ELJp.tmp
[2024-11-08 02:31:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/import-export-admin.min.js?simply_static_page=1007
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/import-export-admin.min.js?simply_static_page=1007
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:103] Filesize: 6317 bytes
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781ad3d3b-m1ELJp.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:54] [class-ss-page.php:119] Checking Content Identical:5f882e998aad812160f0d358a19fa346c894380a===. Value: FALSE
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-08 02:31:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 619
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781addbbb-SDh7aU.tmp
[2024-11-08 02:31:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js?simply_static_page=1008
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js?simply_static_page=1008
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:103] Filesize: 89493 bytes
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781addbbb-SDh7aU.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:54] [class-ss-page.php:119] Checking Content Identical:6c7682cf4a839b154c61d319c009f20dcd7d3e72===. Value: FALSE
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-08 02:31:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 619
[2024-11-08 02:31:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781ae854e-3Lf1ju.tmp
[2024-11-08 02:31:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js?simply_static_page=1009
[2024-11-08 02:31:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js?simply_static_page=1009
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:103] Filesize: 36209 bytes
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781ae854e-3Lf1ju.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:55] [class-ss-page.php:119] Checking Content Identical:e943496be571365a68f26abd17385b826cf839fa===. Value: FALSE
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-08 02:31:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 619
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781b07857-5HRALx.tmp
[2024-11-08 02:31:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt?simply_static_page=1010
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt?simply_static_page=1010
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781b07857-5HRALx.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:55] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-08 02:31:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 619
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781b0c490-Fja9st.tmp
[2024-11-08 02:31:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js?simply_static_page=1011
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js?simply_static_page=1011
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:103] Filesize: 89948 bytes
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781b0c490-Fja9st.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:55] [class-ss-page.php:119] Checking Content Identical:47d7c5449d01c188120e7395d37efafcbaf3bf80===. Value: FALSE
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-08 02:31:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 619
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781b1f8cc-kENJ9F.tmp
[2024-11-08 02:31:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js?simply_static_page=1012
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js?simply_static_page=1012
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:103] Filesize: 232171 bytes
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781b1f8cc-kENJ9F.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:55] [class-ss-page.php:119] Checking Content Identical:b94d1e4f4853ca12eb5ae8bd85ae0a984eeeb890===. Value: FALSE
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-08 02:31:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 619
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d781b3142a-K7Cg8z.tmp
[2024-11-08 02:31:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js?simply_static_page=1013
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js?simply_static_page=1013
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:103] Filesize: 30330 bytes
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-08 02:31:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d781b3142a-K7Cg8z.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-08 02:31:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
